Account_name,Score,Title,Location,Date,Product,Purchase_Status,Review_content,Like
audrey,3.0 out of 5 stars,Could be better,the United States,21-Mar-21,iFLOOR,,My husband got this for me for Christmas so I've had it about 3 months and I use it often and want to love it. Nothing gets sucked into the chamber it all just gets clogged in the bottom. I have to stop every couple of minutes to use the little tool it came with to dig it all out and continue cleaning. Because of this the mop feature is horrible because it just gets clogged even faster and leaves the dirt all over the floor.,
RachelM,2.0 out of 5 stars,Meh. Disappointed.,the United States,28-Oct-19,iFLOOR,,"I bought this a few months ago and ended up returning it. The suction was alright, and the wet vac was light but I hated the cordless feature. I was also apprehensive that it wasn’t powerful enough to actually clean my floors.  I have 3 young, messy kids so when messes happen I need to be able to use it right then and not wait for it to charge. I also use it for cleaning my vinyl wood floors throughout my whole house (1900sqft) and it could only get through 1/3 of my house before dying. I went with the Bissel Crosswave and have been much happier with that, because it’s ready on demand, powerful enough to get up tough messes, and it has a better vacuum capability.",One
Lady Krystal,1.0 out of 5 stars,Terrible Quality & Design,the United States,18-Jul-20,iFLOOR,,"The first one that I ordered didn’t work. I received a replacement, and that one didn’t work either. In order to get a refund I had to send the item back. However, once you attach the handle there is no way to remove it so it no longer fits in the box. I wouldn’t wish the headache I had on anyone. This is a terrible product In both function and design.",
BB,1.0 out of 5 stars,Scratches floor!!!,the United States,9-Jul-20,iFLOOR,,"Note: I bought this item from Walmart. Posted below review there also.With the first try using just warm water (from tap), noticed that it results in lines on my tiles floor. Thought it to be water streaks. So tried second time with solution and filtered water, still lines appeared. And its not water streaks, its scratches!! Like drawn with pencil.. not straight, but kind of scribbled thin lines.I'm very much disappointed and also scared if I could remove those scratches.Don't know which part scratches, whether brush roll or wiper.. Anyway going to return.I bought this with very excitement..",
John Tucker,5.0 out of 5 stars,Great for hardwood floors.,the United States,22-Aug-21,iFLOOR,,"We have a three story home with all hardwood floors.  The Tineco does a good job of QUICKLY (key word) keeping them clean.  Particularly around heavy-traffic areas where grim accumulates quickly, it's nice to get this out and run over those areas every couple days to help keep things, well, tidy.  Would definitely recommend and I must thank my dear friend for gifting this to me.",
Martin Ramirez,5.0 out of 5 stars,Great wet-dry vacuum at a great price,the United States,19-Jan-21,iFLOOR,,"Got this as a gift for my girlfriend and she absolutely was so excited! It really cuts down on cleaning time, although I do recommend that if your floor is really dirty to at least do a quick sweep with a regular broom to not get the roller too dirty. One thing we love is the self cleaning function. It’s relatively low maintenance and comes with an extra dry filter and cleaning solution. We are generally really clean and hardly ever have big spills (no children), so for cleaning up footprints and light dust/dirt it’s served it’s purpose very well, we use it every day. Battery life could be a little better, but ~20ish minutes is plenty of time for moderate cleaning. I’d definitely purchase again!",
Ariel Carter,5.0 out of 5 stars,Easy to use,the United States,20-Mar-20,iFLOOR,,"I am very impressed with this map... floating wood  floor ,hardwood floors , concrete flooring works perfect *** update i cannot believe how this one mop can keep up the cleaning demands two children under five makes like  icecream on the floor no problem just grab the mop and boom mess is gone thank you for such a wonderfully amazing  product",
Stephanie,1.0 out of 5 stars,Disappointed in a potential good product,the United States,11-Apr-21,iFLOOR,,I received this as a gift for my birthday almost two months ago and it quit working. I did not use it every day but at least every other day. No hard or heavy jobs it’s been through and it quit dispensing water to clean. Very disappointed because it was such a thoughtful gift and it worked absolutely wonderful when it worked 100%. The vacuuming part still works but the mop part does not. Don’t know how to resolve this issue because I did not buy it myself so I have no way of taking further steps.,
Dann Barganski,5.0 out of 5 stars,Strongly suggest,the United States,30-Aug-21,iFLOOR,,"I personally really like this one and for the price. My husband, not so much.. he would rather go old school with a yucky mop. I bought the cleaner with it and it smells decent but I need something that kills bacteria so I use green pinesole with warm water solution. Really glad my friend showed me this product.",
Amanda DeFore,1.0 out of 5 stars,Waste of money,the United States,25-Feb-21,iFLOOR,,I got this for Christmas and was so excited. It works okay on smooth surfaces. My kitchen floor is textured and it does a terrible job. It leaks constantly. I even switched out brushes and tried several different methods. I even did the self clean every so often. It just leaks. And leaves streaks on the hardwood. It also can't get close to the baseboard. I have to swiffer after I use this anyways. I wish I would have asked for a carpet cleaner instead. Super disappointed.,
Chelsey Banker,1.0 out of 5 stars,I don’t get the hype. Defective model?,the United States,31-Mar-21,iFLOOR,,"I was so excited about this floor cleaner as I had tried a crosswave in the past and loved it. Unfortunately, this did not hold up to the hype in my opinion. While it does an ok job, it is always getting clogged and does not clean up nearly as well as the bissel and leaves puddles around my floor. It doesn’t have good scrubbing to mop up stuff on the floor, it basically just sprays the cleaning solution and barely sucks that back up, so it will pick up dirt but not actually mop and scrub the floor.I’m not sure if I just got a defective one, but it was a gift so I can’t return it and I’m extremely disappointed 😣",
Arber Eardley,1.0 out of 5 stars,Horrible purchase,the United States,13-Dec-20,iFLOOR,,"I wanted to love this mop I seen it all over TikTok and youtube but it didn’t scrub my floors I still had dog foot prints all over. It’s a great squeegee but the scrubbing it’s  horrible. Unfortunately I kept trying to see if it was my fault so I tried many different ways to use it.. less water, highest speed, slower movement and unfortunately I’m now past the return window. Maybe the newer models are better but DON’T BUY THIS ONE.",
Nathan B.,4.0 out of 5 stars,Great machine for the price!,the United States,18-Mar-20,iFLOOR,,"This product is a great value for the price! I had read reviews of different floor cleaners and chose this one because of the lower price and cordless option. It really gets my hardwood floors clean! The only things I would nitpick about are that it sometimes struggles with larger debris, had a more and difficult time with edge cleaning against my baseboards. It did a great job with tough stains and spills. Would definitely recommend for someone looking for a budget-friendly floor cleaner!",
John Laub,2.0 out of 5 stars,Not good for textured floors,the United States,1-Jun-21,iFLOOR,,"Unless your floor is completely flat and untextured, it won't work well. If you want it to pick up a spill here and there it will work. If your looking for something to clean and scrub your hard floor surface that isn't completely flat and smooth, find something else. This won't get into the grout or anything. I find myself haven't go at a spot from all different directions just to try and get some of it. There aren't options to get a different brush that might work for cracks and crevices, unfortunately. Very disappointed in the purchase.",
Amazon Customer,5.0 out of 5 stars,Love it!,the United States,16-Oct-20,iFLOOR,,This works GREAT for cleaning everyday messes! My kid spilled a full bowl of fruity pebbles and milk and this thing cleaned it all up in seconds! And we used it to clean the dried on mud from the back of our toy hauler camper! Love love love it!,
harper,1.0 out of 5 stars,It was great,the United States,8-Oct-21,iFLOOR,,This was amazing but then the water tank broke. The part that keeps the water in it from the bottom came undone and you can’t fix it since it’s inside the tank. It makes a huge mess and unable to find a replacement and unable to use.,
Hanset Aragon,5.0 out of 5 stars,Favorite thing ever,the United States,29-Aug-21,iFLOOR,,"Cannot recommend this thing enough. We have had it for 1.5 YEARS and it is still my favorite. My floors are REALLY clean. Picks up everything- hair, crumbs, larger chunks, dust, food, liquids. Cordless = amazing. Really a breeze to clean up: 1 tank, rinse everything and leave to dry (I’ve even thrown it in the dishwasher when really dirty). I have a friend who also owns this and also raves about it.",
Karen Fitch,1.0 out of 5 stars,Do Not Buy,the United States,16-Sep-20,iFLOOR,,"I was looking forward to this working.  It did for about 4 or 5 months.  Now, it does not clean at all and leaves large puddles of dirty water all over the floor.  I would never recommend this product to anyone.",
Lexi ,5.0 out of 5 stars,"If you make a decision off of reviews, purchase!",the United States,30-Aug-20,iFLOOR,,"This vacuum/mop is magic!! I originally was in the market of the Bissell Crosswave, but didn’t like the price. I had seen this advertised on facebook and decided to try it and i’m so glad I did! I live in a relatively small house with two dogs, and this will definitely suck up clumps of dog hair (see video). What came out of the tank was just the bathroom and bedroom alone! I love that it can also go over area rugs! Directions and assembly were super easy, and cleaning the machine is easy as well. Would definitely recommend!",One
ChicagoChicago,1.0 out of 5 stars,Sucks. Cheap plastic.,the United States,20-Mar-21,iFLOOR,,Cheap plastic. Suction sucks. Leaves dirty water on the floor.  My kids child toy vacuum is better than this piece of plastic.,
Nikkie,4.0 out of 5 stars,Time saver & Water saver,the United States,26-Dec-19,iFLOOR,,This cordless mop has saved me at least 45 minutes in my floor cleaning process. I do not have to sweep my floors prior to mopping. The cleaning solution has a fresh smell and removes unseen dirt. Also it only takes one cap added to the cleaning tank to do all my floors. It's very easy to use and very easy to clean. Most of all the amount of water I save is worth every cent I paid. Plus I got it on sale. 😊,
estefana,1.0 out of 5 stars,Worse purchase,the United States,12-Aug-21,iFLOOR,,After contacting tineco over and over we finally were able to get our vacuum repaired. When our tineco came back it was in worse condition than when it was shipped out. It came back broken and won’t turn on. Now I don’t know hold long it will take to get a hold of them again. So disappointed 😔,
Amanda B,2.0 out of 5 stars,Doesn’t live up to the hype.,the United States,12-Jan-20,iFLOOR,,"I was very excited to try this product. As it as being compared to the bissell crosswave, although I don’t feel as though it has lived up to the hype. The suction is weak, and the mopping is subpar at best, I am disappointed. Will be returning.",One
Kaslyn,1.0 out of 5 stars,Not as great as I expected,the United States,15-Feb-21,iFLOOR,,I don’t feel the product was worth the price. I’ve used the vacuum a handful of times and it leaves the floor very streaky. Half the stuff doesn’t even come off the floor even when using the spot setting. I have to shut it off constantly to get the water to come out. It doesn’t get close enough to the baseboards so you have to get down and wipe those areas. Overall I just don’t feel that it was worth the price.,
Amazon Customer,5.0 out of 5 stars,Dogs and red dirt,the United States,2-Oct-20,iFLOOR,,"I have two dogs and live in the south. That means lots of hair and lots of red dirt. It’s great at picking all of that up. The cleaning solution smells great, not overpowering but refreshing and doesn’t cause my allergies to start up. Scrubbing spots takes a couple of slow back and forth passes but it’s not too bad. Overall, I love it!",
Gabby Hayes,2.0 out of 5 stars,Be hesitant,the United States,5-Jun-20,iFLOOR,,My sister in law got me this as a bday gift. She knows I’m a clean freak. With a mastiff and two cats anyone would be. I absolutely loved it the first six months. But all of a sudden it just stopped working. The blue light flashes to charge but I’m assuming the charge doesn’t hold because it never turns on. I’ve tried for hours watching the blue light blink on and off and still no charge. I called customer service but due to Covid no one answers the line. Be hesitant before buying.,One
Grace,5.0 out of 5 stars,Small,the United States,4-Oct-20,iFLOOR,,It came fast. And the bottle of cleaning solution is a good size. Will last a long time. I plugged it in right away and started cleaning with no problems. It works great and I’m so happy with it. The small size is perfect for me. And I love how far under surfaces it can get. Definitely recommend.,
Brad Collom,1.0 out of 5 stars,Waste of $170,the United States,1-Jun-21,iFLOOR,,I hate this device.  Basically unless u use it for small areas and not much on your floor. It will clot easy.  Used mine only 3 times and I’m done with it.  Gating now I let it sit there not tested for over a month.  Now it’s just the biggest waste of $170.  You got pets and kids in house.  I do not recommend this for cleaning.,
Kp,5.0 out of 5 stars,Great every day sweeper mop,the United States,12-Jun-20,iFLOOR,,Love this sweeper mop. So easy to use. My whole downstairs is laminate and tile and it cleans pretty well. Only thing is I wish it would get sticky stuff off the floor better. Other than that it's a great mop!,
Arisa martinez,1.0 out of 5 stars,Hate it,the United States,15-Jul-21,iFLOOR,,"Idk why, but it leaves a weird odor when I use it. I’ve tried cleaning it sooooo many times and it still smells. I’ve tried to use different solutions than the one they provide, but nope. Also my floors are still dirty after I use it, I had to swifer after and it was super dirty.",
Brittney,5.0 out of 5 stars,Highly recommend,the United States,30-Mar-21,iFLOOR,,"I absolutely love my Tineco! Nothing cleans my floors like this does! I have 3 dogs that are always tracking in my mud and dirt, and this cleans it all up without a problem. And the solution dries pretty quick too!",
Ashley Barkley,1.0 out of 5 stars,A $200 vacuum shouldn't stop operating after a month,the United States,27-Jun-21,iFLOOR,,This is ridiculous! A $200 vacuum shouldn't stop operating after a month in possession. It still has the tags on it!,One
Tanya C. Matos,5.0 out of 5 stars,Powerful mop vacuum!,the United States,24-Jun-21,iFLOOR,,Wish I’d gotten a corded model due to battery constraints. Powerful motor and easy maintenance.,
Chelz,2.0 out of 5 stars,Not impressed,the United States,7-Jun-20,iFLOOR,,Not worth the price. It doesnt suction up well. And the scrubber isn't very powerful. Not impressed.,2
wes sterchi,4.0 out of 5 stars,Can’t live without it.,the United States,29-Jan-21,iFLOOR,,"Ok!!!!  I will no longer be able to live without such a device. As a mother of 2 young boys, I can say that keeping our kitchen and dining room floors clean is more than a challenge. This is so easy and works so well!",
Wade Harrison,1.0 out of 5 stars,"High expectations, low quality machine",the United States,21-Jan-21,iFLOOR,,High expectations from Facebook videos comparing tineco to bissell crosswave- let down. The suction acts like it is clogged after 10 seconds of vacuuming (no pet hair or mess) and the water only comes out every once and a while. Trying to either get a replace or money back currently.,
Amazon Customer,3.0 out of 5 stars,loved it at first,the United States,15-Sep-20,iFLOOR,,Loved it at first then I realized it doesnt spray too well after a few uses..,
juliee,5.0 out of 5 stars,So clean....,the United States,3-Jun-19,iFLOOR,,This is a great vacuum/mop for a house with animals.  My floors have never been so clean.  Rinse the brush after every use even with small spills or it could become stinky.,
Carlie Pehrson,5.0 out of 5 stars,Tineco for the win!,the United States,4-Feb-21,iFLOOR,,"I switched from Bissell to Tineco!! I had nothing but trouble with my crosswave mop/vac so I decided to switch and I haven’t ever been happier!! It works like a dream, it’s quieter and lighter (easier to carry up and down the stairs).",
CoachB69,3.0 out of 5 stars,Leaves drops of dirty water,the United States,15-Jun-20,iFLOOR,,I used this product for the first time today and for the most part I was satisfied. The only problem I had was the fact that it left a few small drops of dirty water after doing a very good job of cleaning the floor while using very little solution. It also leaves about 2 inches of uncleaned floor next to the wall. The spot button is awesome.,One
Ryan Cody,5.0 out of 5 stars,awesome gift!,the United States,7-Jun-20,iFLOOR,,Got this for my wife and she loves it! You can really feel the difference between regular mopping and the vac/mop. Works great and easy clean of all parts.,
Jeremiah Picton,1.0 out of 5 stars,The Dud,the United States,8-Jan-21,iFLOOR,,"Sending back. I don’t know if I got the dud, but I can not get the water to come out. Doesn’t suck up much. Have read reviews over and over trying to change my mind, but it’s just not working.",
Rebecca McDaniel,5.0 out of 5 stars,Used for 1st time.,the United States,10-Apr-19,iFLOOR,,"Easy to use,does a good job. Cleaning solution left floor sticky,but other than that great job.",One
Kindle Customer,5.0 out of 5 stars,Great floor cleaning machine,the United States,3-May-20,iFLOOR,,"This does exactly what it says. My floors have never been cleaner and it’s almost fun to use. Highly recommend. The only downside is frequency that the tank has to be emptied, but using it on eco saves on that issue and works just fine. Strong suction. I use it on hardwood and tile.",
Jamie,5.0 out of 5 stars,Effectively cleans dirt,the United States,19-Jan-21,iFLOOR,,"The second picture shown is the first time I used the Tineco in my house. For not really knowing how to use it yet (I always fail to read instructions), the dirty water shoes it’s effectiveness!",
April  Marie Stephens,1.0 out of 5 stars,Disappointed!!,the United States,6-Nov-20,iFLOOR,,So disappointed with this product.It leaks water doesn’t clean well at all.It does have good suction for picking up items. I bought this to review on my TikTok but I’m so disappointed in the cleaning performance.,
Kinsey ,1.0 out of 5 stars,Waste of money,the United States,31-Aug-21,iFLOOR,,Waste of money. Just moved the waste around while vacuuming. Doesn’t clean at all and smelled extremely bad even after deep cleaning the vacuum! Very useless,
Amazon Customer,4.0 out of 5 stars,Great but needs bigger dirty tank,the United States,28-Feb-21,iFLOOR,,Great product but it fills up very very fast when cleaning up decent messes or lots of mud prints from dogs,
Armos,5.0 out of 5 stars,Great deal!,the United States,18-Jun-21,iFLOOR,,"2 dogs and hardwood through the entire house, the wife loves it!",
Jordane barr,5.0 out of 5 stars,"4/5, but would buy again",the United States,28-Jun-21,iFLOOR,,"Fast shipping, product exactly as described. Works great, i just wish. It picked up more of the water it sprays out.",
Shyann,5.0 out of 5 stars,Greatest thing ever,the United States,17-Apr-21,iFLOOR,,Best. Purchase. Ever.,
Tyler Quigley,5.0 out of 5 stars,Great for cleaning hardwood,the United States,28-Feb-21,iFLOOR,,Great for cleaning hardwood,
jennifer,5.0 out of 5 stars,Buen producto cumplió mis expectativas,the United States,11-Oct-19,iFLOOR,,No puedo encontrar piezas de respuesta como brushes,
PM,5.0 out of 5 stars,The floor cleaner is very easy to use.,the United States,28-Jun-20,iFLOOR,,I like how light the floor cleaner is and it’s very simple to take apart to clean.,
Jean Keefer,1.0 out of 5 stars,Terrible product,the United States,23-Apr-20,iFLOOR,,Worst vacuum I have ever purchased. Doesn’t even deserve a star,One
honeychile,5.0 out of 5 stars,Lightweight and easy for everyday cleaning,the United States,15-Apr-19,iFLOOR,Verified Purchase,"Yes, this is a high-rated REAL review by someone who had actually bought and used the product.  The Tineco iFloor Cordless Wet Dry Vacuum Cleaner is not an industrial product and will not undo months of neglect, which is what I had on my hands.  So, yes, I had to take the time and elbow grease to first clean behind the fridge and other big-problem spots.  But once that was done, this is the PERFECT ""keep it clean"" machine.  It's super lightweight, easy to set up quickly, easy to clean, and battery lasts about 25-30 minutes, which is enough for me to clean my kitchen and bathroom.  Because it sprays a thin layer of cleaning liquid and vacuums much of that up, I've found that I get the machine out to take care of a small problem (dropped an egg, spilled the brown sugar), but then I usually just go ahead and do the whole floor because it only takes a minute or two and dries just as quickly.  My floors have never been so clean or looked so good.  I have a cat and a dog and I had greatly discounted their shed fur as a problem on the floors, but whenever I see what's in that sucked-up dirt/liquid container, I am amazed how much pet hair is in there.  So, if you're expecting some behemoth machine that you'll unleash on your unsuspecting floors, the Tineco is probably not for you. But if you're looking for a lightweight mop/broom combo for use every day or two, then I believe you'll enjoy and appreciate this appliance.",9
Anna Foster,5.0 out of 5 stars,"Not what I expected, but still good experience!!",the United States,12-Feb-21,iFLOOR,Verified Purchase,"I really didn't think when I like this product, the display was good and the product setup was nice, sleek. I guess, I just wasn't expecting so much work for a vacuum/mop.  However, now that I have read the instructions and know how to use it, it is super easy.  There are still times I will say, however, some actual scrubbing of a spot with a wash rag is required.  The mop does a great job of vacuuming. The mop itself says to only push the cleaner release button when you pull the mop back but if you push it to go forward and backward it cleans better.  The only thing I don't like is you cannot take off the roller to wash it that I know of.  There a quite a few pieces you have to clean: under the front the plastic piece, and dumping out the water from the debris and that hole where it connects, and then filling up the cleaner/water container when it runs out.  Also, a cap of cleaner with water to the fill line! DO NOT fill the whole tank with cleaner. Now that I know what to do when I vacuum/mop it isn't that hard and it beats mopping, light weight and does not hurt my back.  The mop charge last a long time and just be aware of the different lights and what they mean.  Also, DUMP WATER OUT OF BIN AFTER EVERY USE. -OR-it will SMELL HORRIBLE! If the mop randomly stops, it needs to be charged!! 5/5 stars!! I love this mop now that I have got the swing of it.",76
Kasie Keys,5.0 out of 5 stars,Great purchase!! Buy it!,the United States,14-Dec-20,iFLOOR,Verified Purchase,"UPDATE: We had small chimney fire and had to call the fire department. Between the stove and the firemen my house was a black mess! I swept with a regular broom but it was still all black. Within 5 minutes of using this machine my floor was so clean!! I’m extremely impressed!!!I have only had my machine a few days and have used it a few times so far. The unboxing and assembly was super simple by 9 year old could do it! Included instruction manual was very well written so there was no questionable operation issue. I’m not sure if it came fully charged as I didn’t have time to use it immediately so i just placed it to charge.The machine is visibly appealing, doesn’t look over bearing like a Bissell. It’s extremely lightweight and so easy to maneuver! The noise is less than a vacuum but not silent...the noise doesn’t bother me at all!I love that you can sweep alone or sweep and mop. You can clean a dirty spot really quick. I wiped an area after cleaning and there was no residue! The floors dry very quickly. Actually so quick I had to touch the floor to be sure it was even mopping! There’s a spot button for extra power which does work well!As far as cleaning the machine after using..it’s really not bad. You can either dump liquid down the drain and strain the large pieces or just dump it outside. I then rinsed everything off dried with a towel, added more cleaner and stuck in the charger for self cleaning mode to clean the brush inside. So far it’s not been a hassle. I’ve swept up pretzels, toast, Christmas tree shedding and general toddler messes without any issues!Overall, I’m very impressed with this purchase!",2
Amazon Customer,5.0 out of 5 stars,Makes cleaning fast and effective,the United States,21-Jul-19,iFLOOR,Verified Purchase,"My cousin bought the name brand version of this and raved. I honestly think this one is better! Great suction, it really cleans, it gets under the cabinets really easy and is perfect addition to a home with kids and pets. I love the storage tray and how everything comes apart to clean. It makes cleaning up so fast.",3
Hilary Buckland,2.0 out of 5 stars,This is not for heavy duty cleaning - this is more like a shop vac,the United States,4-Jul-21,iFLOOR,Verified Purchase,"I bought this as an emergency backup for my dead Bissell while waiting for the replacement Crosswave to arrive. It has no scrubbing ability at all. It does absolutely nothing to get up stuck on food droplets. I didn't even bother to try it in my foster cat room since if it can't clean egg white or tomato sauce spots on high gloss tile it clearly won't do anything on cat ""output"" on wood. I tried it in one bathroom and it couldn't even clean up a roll-on deodorant droplet.It does a pretty good job of vacuuming small debris and sucking up the water, but the solution that comes with the machine leaves streaks like crazy. You have to rinse the entire floor with plain water to get rid of the cloudy streaks. The only reason I'm not returning it is that I really do need a backup machine. Also, it's adequate for all the rooms in the house the cats can't go, meaning rooms that just need a light mopping and not a real ""cleaning"".The best thing about it is that it's cordless.Bottom line: the Tineco is better than the Hoover Floormate (the WORST), but nowhere near as good as the Bissell Crosswave.",
Jess,3.0 out of 5 stars,"Ehh, I expected better.",the United States,18-Jan-21,iFLOOR,Verified Purchase,"I ordered this machine along with my mother because we have been hearing so many good things about it and seeing many good reviews as well.First out of the box the machine looks nice, was easy to get together and pretty easy to set up with water and cleaner as well.After trying this machine out on my hardwood floors I just have a problem justifying it being almost $200. I had some tea that one of the kids spilled on the floor and had dried and it literally took a while of scrubbing and me having to spray cleaner directly on the floor to get it up, and I did try it on other things like yogurt and stuff as well. The machine works okay but I don’t feel like I should have to sit there and go over the same spot so many times to get anything up, I thought this would make my life easier but it was very time consuming.",One
Gungo,2.0 out of 5 stars,Good option for fast cleanups - but machine stopped charging after about a month. Refund Issued.,the United States,18-Aug-20,iFLOOR,Verified Purchase,"Update to Original Review: I loved this when I received it and used it for about a month before it just stopped working.  The power switch didn't activate anything - it was just a dead machine. I contacted Tineco and had a very prompt response to test several things, which I did with no results.  The battery seemed not to be charging. They promised to send a shipping label which never arrived.  After about 6 times asking for the shipping label - I finally got exasperated and demanded a supervisor - at which point they just issued a refund without returning the Tineco mop/vac.Based on this - I would not buy again.  However, I loved it when it worked for the first month.  I almost wish that they had sent a replacement that worked as expected.  But with the long wait for a solution, I wouldn't order again.  Not because of the product, but because of the difficulty replacing within warrantee period.------- Original Review --------While this won't substitute a good old heavy spring cleaning - it works great for routine mop/vac.  None of these types of mop/vacs do very well on corners and odd-shaped areas, but for open spaces it works great.  Surprisingly good vacuum for a small machine and the mop works great.I've used it almost exclusively on tiles - but fabric and coco foot mats get cleaned very well.The spot cleaning button really makes a difference on areas I didn't think it would clean.Battery life is good between charges for my 3 bedroom house.Cleanup is a bit complicated, but only takes a few minutes.Best thing is that there is no cord to get trapped on furniture or limit your work area.After a month of usage, I really like it and would recommend.",2
Breanna Call-Stephens,3.0 out of 5 stars,Incredible on smooth surfaces; just ok on textured floors,the United States,4-Aug-21,iFLOOR,Verified Purchase,This device is really amazing. The reason that I gave it less than five stars is that if you have floor with any type of texture it is not going to work as well. I have vinyl flooring and the device while working well does not pull up spots in many areas and I attribute that to the texture of the floor because on my tile it works incredible. My tile looks absolutely spotless after I use it. So I do think if you have smooth floors this is perfect for you. I still enjoy it and still use it though on my vinyl but just have to spot clean certain areas. Also beware that while this does have some vacuuming action it is not going to just vacuum up anything. It vacuums up fine dust and even pet hair but if you have a pet that sheds a lot even that can be cumbersome. I do still have to vacuum or sweep prior to using this if I have a lot of pet hair or other larger items otherwise it will clog up the device pretty quickly and you will have a lot of pet hair stuck in the chamber of the dirty water.,
C-Simpson,5.0 out of 5 stars,Total game changer!,the United States,19-Apr-21,iFLOOR,Verified Purchase,"Now that I've been working from home I get to see all the dog hair around the house constantly - so I do the normal routine: sweep, mop and then get down on my hands and knees and wipe up the obligatory left-over dog hair that I missed when I mopped. I HATED doing it this way but never could find a product that could really change that process. Yes, I've tried vacuuming, but again, I would inevitably miss some and end up pushing it around when I mopped. Lo and behold - a vacuum mop! I heard of this machine and had to look into it - there are other ones out there for sure, though not many - but I heart my Tineco! It's super easy to use and I think the best feature is actually that when you need to remove the roller brush to clean it, you simply pop the top off over that area- there's no fussing with trying to flip the whole machine over. I've used it a few times and now I never miss anything and I'm no longer bending down at all! My floors are way cleaner simply because it's such an easy process.",
Brigid S,4.0 out of 5 stars,It’s great but not on uneven floors,the United States,21-Sep-20,iFLOOR,Verified Purchase,"It’s similar to like the swiffer wetjet in my opinion. First off I guess I have a bunch of sand in my house (sheet rock in my basement but I wasn’t using it on that floor). I have an old house, my floor is uneven and this doesn’t do well on uneven surfaces. I found myself needing to go over parts again. Also I REALLY wanted this to work on muddy paws on my floor... it barely cleans it up 😭 I don’t have to mop as often but I am not able to completely toss my mop because of the uneven floor.Easy to take a part and clean and it is very light which is where I am happy. I can take it upstairs to clean a hallway I have there with basically one hand. And the cleaning solution smells good (very mild)",
CB,1.0 out of 5 stars,"High hopes, but huge disappointment",the United States,10-Jan-21,iFLOOR,Verified Purchase,"The reviews for this product were great and I was so excited to receive this product, but both the original and replacement were broken. The first unit was received and I was disappointed with how it was cleaning. After trouble shooting it and communication with Tineco customer service they determined that the motor for the water was broken. It took a few weeks to receive a replacement and guess what....the same exact problem with the replacement unit. Amazon was great and is accepting it as a return for a full refund. A lot of time wasted troubleshooting, emailing and waiting for a working unit and I still don’t have a floor cleaner.",4
tiffany ,5.0 out of 5 stars,The Ultimate test !!!,the United States,14-Mar-21,iFLOOR,Verified Purchase,"This vacuum is one of a kind. Let me tell u just a few reasons why you should buy this. I went to sleep with my lab puppy about 11:00pm, I wakeup to a mound of throw up on me, my hair, and on my bed. I picked up the big chunks, the rest I tossed on the floor and put the vacuum to the ultimate test! Let me tell you something... it cleaned them floors like it was nothing, it did. 🤮🐶 This contraption is good for pets and husband who can’t take off muddy shoes 😄Here’s some evidence aboveYOU SHOULD DEFINITELY BUY IT !!!",2
Savannah,5.0 out of 5 stars,Life and back saver!,the United States,22-Dec-20,iFLOOR,Verified Purchase,"This has been life changing for me... I have 2 small dogs and 3 cats with all hardwood floors in my home. Although my pets are as tidy as pets could possibly be, there is still fur and dirty paws on my floors daily. This has saved my back from my daily mopping routine because I was doing it by hand. I have used other products but most seemed to just push the hair around so I would mop in one direction scooping up leftover fur after brooming all by hand. The only thing to note is that this is a smaller sweeper which I dont mind and plan to purchase the upgrade model in the future. For now, this is wonderful and machine cleanup is somewhat satisfying. Someone with very large rooms might find this a bit small for a full room clean but it would still be great for spots and high traffic areas. Its so easy that I dont mind to take my time while cleaning. My floors even look cleaner and seem to stay cleaner between full moppings every other day. I would definitely purchase again and have recommended it to everyone. I have not tried it on any thick spills and actually don't plan to. This has really proved itself otherwise.",One
