Account_name,Score,Title,Location,Date,Product,Purchase_Status,Review_content,Like
Jenny,4.0 out of 5 stars,Good Cleaner,the United States,15-May-19,CrossWave Only,Verified Purchase,"I bought this because I have been through 3 Hoover Floor Mates and something always breaks.  This is a decent cleaner, but it definitely takes more passes than the hoover to get up something that has been spilled and dried.The best part of this however, is how easy it is to clean everything when you are finished.  I think that was part of why I kept losing Floor Mates.  It was very difficult to thoroughly clean the dirty water container of the Floor Mate, but kudos to Bissel, this looks brand new after each use.  I live in the middle of the woods, so twigs/pine needles etc. are always getting dragged in and would get stuck in the various areas of the Floor Mate's collection tank.  This comes apart easily and you can rinse every inch of it.It's very lightweight and the smallish head on it makes it easy to maneuver around furniture and even the sides of the toilet and sinks in the bathroom.I haven't tried it on my area rugs yet, but I think for light cleaning it would definitely work well.",
Belva Joann Ortiz,2.0 out of 5 stars,Loved at first,the United States,3-Nov-21,CrossWave Only,Verified Purchase,Had for nearly a year and have loved it! That was up until it just wont turn on now. Used once a week and cleaned after each use and deep cleaned filter and brush monthly. The only issue i had prior to this was streaks which was fine because a quick mop with a tradition mop worked great and allowed me to add smelly good to it. I have unplugged and checked everything but still can not get it to power on. No strange sounds or anything. Just not working. Even tried a difderent outlet because i have a older house with bad wiring.,
cch1950,5.0 out of 5 stars,Love it!,the United States,18-Mar-20,CrossWave Only,Verified Purchase,"Received the Crosswave  Pet Pro on Monday and unpacked it and got it set up.  Super easy.  No tools or assistance required.  Used it this morning in my kitchen and hall which are golden oak and the primary reason I bought this.  Worked perfectly.  Generally vacuum my floors before washing but I really wanted to check out the vacuum function of this machine.  Sucked up all of the dog hair, dust and various crumbs which had accumulated.I had no streaking problem, as a matter of fact, none of the problems complained about in other reviews.  This afternoon we will attack the tile bathroom floors.I might even try it out on the entry hall rug.I would definitely recommend this machine.  I see it as a real time saver.",
Nick,4.0 out of 5 stars,I am now a believer !,the United States,12-Sep-20,CrossWave Only,Verified Purchase,"I was not a believer before I used this item. I read all reviews and gave this a shot. I am glad I did!! Well worth the money. Beats sweeping first then steaming and then polishing. All that took me 3hrs or longer. I have 3 kids and this item did it all with one item. Not 3 or 2 separate items. Only 1 !! Worked great. Any surface. Just go. No issues except that the water holder for the dirty water is so small. I had to dump it several times. Wish it held more. Also the water cup for the holding / cleaning try is way small also. A bit in the pain in the butt. Besides that, only good things to say. One last thing. I'm a clean freak! I believed my floors were spotless. Turns out I was way wrong! I got 4 full dirty tanks full of nasty stuff off my floor. I couldn't believe the water was black!!! I clean my floors all the time and thought they were so clean. This item works extremely well and now I believe this is close to they best cleaner out on the market today. If not it's tied with other items. Not to many other probably even come close to this. It's really a great product!👌👌👍👍🤘🤘",One
Colby T.,4.0 out of 5 stars,Worth the buy!,the United States,21-Jan-21,CrossWave Only,Verified Purchase,"I never review items, but decided to review this since it can be pricey. Great machine. Suction is great, so the floor does dry quickly. Super easy to handle and move, glides across the floor great. I don't have pets but I have kids which leave bigger messes. Larger items like coco cereal, and other items kids think look good on floors, you cannot vacuum up. So in a sense you do have to do a small sweep for larger items. All else is fair game, even my long hair. No issues what so ever. Their multi surface cleaner smells GREAT! It brought my son from his room to see what smelled so great! If anything is stuck I would suggest, scuffing to loosen prior to using crosswave, otherwise it won't get much stuck on floor. Tank is slightly small too,, so you may have to empty a few times.. Easy to take apart and clean.. All in all great daily cleaner, for deep clean I would use this to start, I feel it stoll requires a little pre work to be considered a great deep cleaner.",One
Kindle Customer,5.0 out of 5 stars,Register for your warranty with the Manufacturer!!,the United States,24-Jun-21,CrossWave Only,Verified Purchase,The product worked great for 3 months and then it died with no warning. I called bissell with the number provided by amazon and they were able to help me troubleshoot and it was ultimately decided that it would need to go to a service center but there is not one within 30 miles of me so they had to send me a new machine. DO NOT USE ANY PRODUCTS OTHER THAN BISSELL CLEANER or it will void your warranty. They have 3 year manufacturer warranty so that's good. Also the cleaning tray is useless.. doesn't do much to help clean because the tray itself gets nasty. I was impressed by how easy it was to clean my floors with no other tools. It is a great product but it seems to have a short life.. Warranty is a must.,One
KM Gordon,4.0 out of 5 stars,Great product for tile floors,the United States,26-Apr-21,CrossWave Only,Verified Purchase,"I have a golden retriever.  He sheds - a lot!  And drools continuously any time there is food involved.  In case you didn't know, drool attracts dirt like a magnet.  I was using a steam mop, but I had to bend over and hit all of the drool marks with a scrub pad and a cleaning solution to get them to come up.  Two passes on those areas, and they were all gone.  In all honesty, I vacuumed first with a regular vacuum cleaner.  His fur is long and I didn't want it clogging the machine before I even got started.  My house is mostly tile in the living areas, so probably over 1200 square feet of tile.  I had to move the cord 3 times, and each time coincided with the tank needing to be changed out.I have two minor complaints about the machine.  The first is that it doesn't get close enough to the baseboards.  Leaves about .5"" of uncleaned area next to them, which in El Paso near the doors is quite obvious.  Will have to hit those areas by hand I suppose.  The second is that when you turn it off and click it into upright position, it leaves a little puddle of dirty water.",
Diane,2.0 out of 5 stars,Big disappointment!,the United States,23-Dec-19,CrossWave Only,Verified Purchase,"This machine is very maneuverable and has pretty good suction, but it leaves the floors streaky and dirty!  The delivery of the solution is uneven and the roller just seems to spread the dirt around after the first 100 square feet or so.  The only way to clean the floors with this is to constantly take it apart and clean the roller.  Big waste of time and effort.  Better to sweep or vacuum and mop manually.",2
Michelle,3.0 out of 5 stars,Did not meet expectations,the United States,14-Feb-21,CrossWave Only,Verified Purchase,"It doesn't suck up the water that good. The maneuverability isn't the best. If you need to go under a chair it will lift off the floor so you will not be able to go all the way under the chair without moving it. It cleans good overall. You must clean the vacuum thoroughly after every use, if not it will smell the next time you use it, and leading to you having to purchase a new filter. They should have put a different button for the cleaning and for the vacuum. The water button is too close so if your hands are too big you can make a mistake and press it. If you don't mind cleaning the machine, after you have finished cleaning its fine.",
T. V. Davis,3.0 out of 5 stars,Four for the cleaning; two for the design issues,the United States,14-Apr-19,CrossWave Only,Verified Purchase,"Had the device a week and used it on wood floors, two area rugs, and vinyl flooring. Device did a decent job cleaning all surfaces, but if you aren’t the kind to clean your floors at least every few days, and you have pets, small children, or a sloppy housemate, this isn’t going to do a great job on built-up grime & dried spots of goo, even on the (more powerful) ‘area rug’ setting. However, I find that, due to the way you have to CAREFULLY open and close the bottom casing that holds the cleaning brush roll to switch out the brush heads (especially if you’re dealing with a lot of short dog hair), you run a high risk of breaking or bending the clear tabs on either side that hold the cover in place!Long story short: I’ve already severely bent one tab by not lining it up perfectly. Shame, as it is great to not have to separately vacuum and mop the floors.If you get it, be patient and VERY careful when placing the cover back on. If you are older, not a fan of bending down a lot, have sight issues, or have mobility issues, I’d pass on this one.",
K. Lischke,1.0 out of 5 stars,Works great...once. Then never again.,the United States,3-Nov-20,CrossWave Only,Verified Purchase,"When the unit was pristine from the factory, it worked really well. But even a moderate amount of usage gummed up the inside completely. The experience of cleaning out the accessible parts was disgusting, but trying to address the joint where the two parts of the vacuum join up was another level of yuck. Something about the wet/dry function and the design of this product forms a plug that blocks the material you're trying to clean from making it into the reservoir that should be collecting that material so you can dispose of it when it gets full. This part isn't easily accessible, but has gummed up each of the four times I've attempted to use this thing. I end up with cat hair and detritus everywhere, making things grosser than they were before I tried to vacuum. Just a horrible, flawed design. Please don't waste your money. I wish I hadn't.",
Epoc20,5.0 out of 5 stars,Greatest investment for my floors.,the United States,3-Jul-21,CrossWave Only,Verified Purchase,"Easy to use way more effective then mop or a swifter ( I feel like they leave the floor sticky). Cleans up the floor with out prepping the floor by sweeping. I do sweep up bigger amounts of dirt. Sucks up the dirt as it cleans. 3 kids under 10, 2 dogs and 3 cats. All of them in and out my floors get pretty dirty especially when it rains we have more dirt then grass. Leaves my floors feeling cleaner thenbi have ever managed. In the photos above I added a huge mess the kids made with cups of ramen within minutes. Did not sweep, just started up I usually leave water in it since we have messes on the daily. I use it on my area rug after I vacuum only because the hairs collect on the rug. I did use it with out vacuuming but I do prefer to vacuum first. They flooded the toliet and water was all over the floor used it to suck up the water and then used it to clean the floor. Best investment for my floors so far. Super easy to fill and dump and clean. I only choose a 3 star for deep cleaning because it's not made to deep clean rugs but does a fantastic job for top cleaning. Easy enough to use we dont have to do a deep clean. I clean the whole house floor every other day and dont feel like it's a drag of a task.",
Emily E. G.,2.0 out of 5 stars,Good Until it Broke,the United States,3-Apr-19,CrossWave Only,Verified Purchase,I had this for one use before it broke. During that time it was great. The issue was that there are only two settings hardwood and rug well right at the end of my first use I switched to rug and the product won't switch back into the lower mode. Probably is that means it outputs too much water as well now so it's not able to be used for floors. Customer service was not good. I called immediately to try to remedy and the only offer was to ship a new handle....the handle pops in ONCE there is not option to take it apart therefore no remedy for the issue.Before all that I will say it was sucking great and also when you let go of the handle the suction really helps to dry up the floor in the second swipe. It could have better wheels for steering it's difficult to turn and basically only wants to go directly back and forth.,2
D,5.0 out of 5 stars,Best thing ever!,the United States,11-May-20,CrossWave Only,Verified Purchase,I think this may be the best thing ever. I first started out with a Hoover floor mate 15 years ago. I loved it in my first house because it was a small house so it didn’t take much time. When we moved it took too long to clean the area I had. I eventually switched to a scrub brush and bucket and a shop vac To suck up the dirty water. While this does a great job it is a pain having to move all that gear around the house and clean up after is also time consuming. I just got the cross wave in last week and I love it. As you can tell above I am picky about how I clean my floors and I am so happy with this. It was very quick and easy to use and left the floors almost completely dry after one pass. I would and will recommend this to everyone.,One
Christie Ward,1.0 out of 5 stars,LEAVES HORRIBLE STREAKS,the United States,26-Apr-19,CrossWave Only,Verified Purchase,"I wish I would've listened to the other negative reviews and NOT bought this overly expensive device that does NOT live up to the hype.  I really tried.  I've used it several times on my porcelain floor in the kitchen, bar and dining area.  It leaves absolutely the worst streaks ever.  The roller gets dirty almost instantly and then just seems to roll the dirt right off onto the floor again.  I had such high hopes.  My floor is HUGE and I thought this would be so much easier than sweeping, then mopping.  It's NOT.  At this point I stare at it as it sits in a corner and I wonder what the heck I'm going to do with it.  It was SO much money and it turns out I can sweep and/or vacuum my floors in less time and then Swiffer them and get it so much cleaner.  What a pain and a disappointment.",One
Tristen,5.0 out of 5 stars,Should have bought one sooner!,the United States,26-Feb-21,CrossWave Only,Verified Purchase,"I have a toddler that loves food fights with the floor and a large dog that sheds A LOT. I was skeptical because of the reviews but when used properly the pet pro sucks up everything on the floor. I just swept and mopped using a broom, went over it with a hardwood sweeper & a swiffer. The crosswave still pulled up all of this hair and dirt. It’s also very easy to clean and the suction is incredible. With a little common sense this is an amazing product.",2
vickytaylor,3.0 out of 5 stars,Mediocre cleaning if you have dogs.,the United States,10-Jun-20,CrossWave Only,Verified Purchase,"Don’t expect miracles and be prepared to clean it 3-4 times a session if your floors are dirty or you have a lot of dogs. If you don’t, you will just spread dirt around.On the positive side, it’s extremely easy to clean and put together.I wish the mop head that spins was a lot bigger and had more floor scrubbing power and surface area.I use the rug setting on the laminate to get it to scrub deeper (manufacturers suggestion).Overall disappointed especially at this price.",One
Susan,4.0 out of 5 stars,Game changer for a any size family or dog breed!,the United States,3-Feb-20,CrossWave Only,Verified Purchase,"With 4 kids and 2 50lb dogs (one long haired one), this has changed the game for me.Pros:•Lightweight and easy to use•Automatic shut off when tank is full•Comes with hair and debris strainer (the green model and cordless model doesn’t have this)•Self cleans in literally a minute•Comes with 2 trial size bottles of multi surface pet cleaner that cleaned the whole 1600sq ft house•Comes with extra brush•Doesn’t freak my dogs out or wake the kids - all vacuums are relatively loud in my opinion, but this one isn’t high pitched so dogs don’t mind it, and it’s soft enough so the kids can still hear the tv or video game•You can switch from hard floor to carpet with the hit of button, instead of switching parts like other more expensive brands•If your hard floors are extra dirty, you can use the carpet option - the only difference is that it uses more water, and seems to have slightly more suction.Cons:•Doesn’t have a pet attachment for beds or couches•My carpets aren’t heavy, so rolling onto it from hard floor doesn’t work well - I just picked it up by the handle and placed it onto the carpet•It’s not ideal for deep cleaning but it definitely cleans great anyway - I’d just rent a commercial carpet cleaner for $40 for an annually spring cleaning•Corded but I’m not spending an extra $100 for the cordless one, especially since it doesn’t even come with the strainerUntil they make one with furniture attachments, this is an ABSOLUTE MUST HAVE and will get you through the chaos",One
Haley Zola,5.0 out of 5 stars,My boyfriend isn't allowed to touch the new love of my life,the United States,7-Nov-20,CrossWave Only,Verified Purchase,"This vacuum is the love of my life. I didn't know what I was missing.I am the owner of two huskeys who are filthy monsters and a long haired hippie boyfriend. Theyre collective filthiness is no match for my soulmate of a vacuum.Our floors are a mix of wood, cheap laminate and one area rug. It doesn't leave them wet and sucks up dirt I didn't even know was there! My only complaint is that it doesn't get right up on to edges very well but the quality of what it can reach makes up for that.It does not shampoo carpets, I will still have to shampoo every once in a while but it does help them more than a regular vacuum.I. Am. In. Love.And with the warranty bissell has and the 2 year warranty you can get through Amazon this bad boy is covered longer than I've ever even owned one vacuum for.",One
Bourgeois,3.0 out of 5 stars,Lots of Problems,the United States,20-Aug-21,CrossWave Only,Verified Purchase,"Where to begin? This machine does not include a sturdy scrub roller for hard floors. Only a soft one to clean carpet.  Suction is mediocre at best. It sprays and suctions at the same time, denying you the ability to spray and leave the cleaner on the floor for a time to soften up the dirt. It's fine if you have low traffic and a fairly clean floor, but I have dogs that bring in dirt by the bucket load.  I need a machine that SCRUBS hard floors but can't find one. Also, it does not do edges at all.",
bakergirl,5.0 out of 5 stars,This has made our lives so much better!,the United States,10-Aug-21,CrossWave Only,Verified Purchase,"We tried the robot vacuum cleaner with only marginal success and considerable frustration.  The Bissell crossway is easy to use, the quality of cleaning all of our different floor surface, e.g. carpet, vinyl and laminate is very good, the fresh clean scent of the solution is quite nice and, the ease of cleaning our machine between uses makes it a 5 star appliance in our home.  Not saying it is perfect.  Just saying it is the best we have tried to date and so far, we are quite content with our purchase.",
Willie B,5.0 out of 5 stars,Amazing Floor/Area Rug Cleaner!,the United States,17-Apr-21,CrossWave Only,Verified Purchase,"I hate mopping and sweeping floors, this thing does both and my floors and area rugs have never been cleaner, it gets in the grout areas and picks up dirt, dog hair etc. It's easy to clean and it has a special tray to self clean so their is no mold or mildew, I can't praise this thing enough! It's lightweight, gets into most corners, you will need to take a broom under lower furniture so I sweep under that and the cleaner picks all that up when it cleans the floor. A friend recommended it to me and I actually look forward to cleaning floors on Saturday  morning! Time saver and back saver!",
RB,3.0 out of 5 stars,Really difficult to clean,the United States,13-Apr-20,CrossWave Only,Verified Purchase,"With two dogs, was really looking forward to a product that could go from floor/rugs. It definitely works going from floor/carpet and neither is left too wet. However, it won’t deep clean your rugs like a comercial carpet cleaner you would rent. It’s a good “in between” cleanings solution. The major setback is cleaning the vacuum- which needs to be done after every cleaning. The unit comes apart, but fur sticks to the filter/screen and plastic bin. It takes a bit of time to clean properly.",One
littlebit_atrh,5.0 out of 5 stars,Best invention ever,the United States,4-Aug-21,CrossWave Only,Verified Purchase,"Upstairs is all wood floors, and I have a cat. I haven’t tried running over fresh upchuck lol, always pick up the big stuff, but this crosswave cleans very well and freshens too. The cleaning solution doesn’t have very much scent, but it’s noticeable.  The wood floor brush is gentle yet looks very clean when done. Tough areas, just go super slow with lots of solution. One tank usually does a small room for me. Super easy to use and clean!Easy to use, easy to clean/care for. Great product",
Christina Banks,5.0 out of 5 stars,Worth the money,the United States,5-Apr-21,CrossWave Only,Verified Purchase,"I'm in love with this device. My floors are easy to clean now, and stay clean longer. I do still have to manually clean in tight areas, behind the toilet, and the corners... But I really don't mind as I'm still not doing double work. Stuck on spots need to be scrubbed out manually as well. I wish there was a scrubber option. Overall I'm satisfied.",One
Melissa Ecret,1.0 out of 5 stars,DON'T WASTE YOUR MONEY,the United States,10-Oct-20,CrossWave Only,Verified Purchase,"I bought the crosswave pet pro because I needed something that would be able to keep up with my labrador retriever's shedding and after the first use I realized it wasn't really picking up the dog hair it just got wet and pushed it around. So then I started sweeping before using it (which defeats the point of the machine) and it was still pushing around what little dog hair was left. I still kept using it because it was **$300** except about a month ago when it completely lost suction. It picks up no water and my floors end up just wet with dirty water and wet hair. I have cleaned every part and every piece of the machine by hand multiple times, let them dry before reassembling, and still no change. I am very disappointed to say the least, it is nothing more than an $80 mop at best. I will not be recommending this machine to any friends or family, or actually anyone. Please don't waste your money, learn from my mistakes.",One
McKenzy O'Key,1.0 out of 5 stars,Waste of money,the United States,7-Aug-21,CrossWave Only,Verified Purchase,"Terrible waste of money. Very streaky when ""mopping."" Definitely not good with pet hair as it frequently gets clogged and I have to use a tooth brush and pipe cleaners to clean it out. Recently it has started making a horrible noise like it's working too hard before shutting itself off completely. We haven't even had it a whole year and it's been used rather infrequently. I wish we'd never wasted our money on it.",One
Darren O.,5.0 out of 5 stars,Makes my house cleaning easier and cleaner.,the United States,18-Jun-21,CrossWave Only,Verified Purchase,"Love my Bissel.  Have a bad back and cleaning the house is  hard for me to do.  The Bissel made it easier for me and cutting step out.  I don't have to vacuum before mopping.  It's does a great job, i have three dogs.  Clean up is easy, I was really concerned about that part, but it's really easy.  Would recommend it to everyone easy to use and does a great job.",One
Beth Allen,3.0 out of 5 stars,"Great concept, UNBEARABLE ODOR",the United States,8-Apr-19,CrossWave Only,Verified Purchase,"Bought this about two weeks ago, and was so excited to add it to my arsenal of floor cleaning products. We have two large dogs and three kids, so keeping up with the floors is my biggest challenge.On day one, I LOVED this. My floors looked great, my house smelled fresh and clean, and I had peace of mind dumping all that nasty sludge water and knowing it wasn’t on my floors any longer. On day two when I took it out to do another area of the house, I noticed a slight odor, but didn’t think much of it. It’s now day 14, and the odor is so bad every time I turn it on that the product is unusable. I’ve washed everything according to the directions twice, with no relief from the awful smell. As is, this product is unusable.I called Bissell today, but wasn’t able to stay on hold. I’ll reach out again tonight to see if they have a solution and will update here. I’m really hopeful they’ll have an answer, because this has the potential to be the most efficient and impactful cleaning product in my home.",2
Nick_24,3.0 out of 5 stars,Too much of a hassle,the United States,15-Jul-21,"BISSELL Crosswave Pet Pro All in One Wet Dry Vacuum Cleaner, 2306A and BISSELL, 1789G MultiSurface Floor Cleaning Formula for Crosswave and Spinwave (80 oz)",Verified Purchase,I have friends that love this but for me it's just not what I was looking for. It takes me less time to vacuum the floor and then mop it than it does to use this. If you have stuck on grime you have to spend much more time treating the area than if you just had a mop.  I was hoping to have something I could grab quickly to clean up my toddlers messes but that doesn't work either because you need to clean it out each time and cannot just leave it wet with the solution or it stinks terribly.  I'm a very thorough cleaner of my floors and I feel like this just stirs it around.,One
Koolhwipz,5.0 out of 5 stars,Great for pet owners,the United States,17-Apr-21,CrossWave Only,Verified Purchase,"I have a border collie mix and she sheds like crazy. This thing does a great job of sucking up all her hair and keeps on cleaning. I hated using a traditional mop, because no matter how much I swept the house before hand, there was always hair left on the floor and it would get the mop all nasty. This thing makes cleaning the brushes very easy and the dog hair goes right into the tank and gets pulled out by the strainer. I'd say it could be a little bit easier to clean the tank out, but with how much easier it makes keeping my house clean I don't mind.",
Amazon Customer,5.0 out of 5 stars,light and swift,the United States,23-Jan-19,CrossWave Only,Verified Purchase,"I previously owned  a floormate which i loved. One of my dogs ate throughthe cord, and it no longer works.  Since then, I mops with a cloth and I cannot continue to do so because it kill smy back.I have 3 dogs and saw this model for pets.  So I decided to give it a try.In comparison, I like both, I think the floormate scrubbed a little harder on dried caked stuff on the floor, but I like the end product of this new one more.  It was lighter to push around and the tiles didn't have watermarks as with the floormate.  So even though from time to time I have to get down and scrub something off the floor, I like this wet dry vacuum better. I also use more solution to clean with this one than the bissell one, but that is ok with me.I would highly recommend this product to anyone who mops frequently.",2
Amazon Customer,1.0 out of 5 stars,Worked okay for about a month,the United States,18-Sep-21,CrossWave Only,Verified Purchase,"It worked okay for about a month. You had to move really slow with it back and forth to make sure it left behind as little fluid as possible. After a few months of use (I clean it out after every use, have changed the filter a few times, and make sure the filter is clear of debris as well) the suction power is just not there anymore. I’ve gotten a Lot of clogs toward the bottom of the vacuum. I have one cat in a 2700sqft home. No dogs inside.. I wouldn’t be able to use this on actual dog hair, no way. I’m thoroughly disappointed. When it was at its peak performance I always felt like I needed to mop behind it again because the floor still looked dirty.",One
Sara Bronson,5.0 out of 5 stars,Don’t Look Back,the United States,15-Jun-20,CrossWave Only,Verified Purchase,"This thing is amazing. Seriously, don’t second guess buying it. As someone who is overly fed up with traditional mops, this is such a life saver. It is much quicker, uses FAR less water AND solution, and keeps dirty and clean water separate. It is able to keep up with my cat’s fur, my hair, and my mechanic husband’s mess from working. A bottle of Bissell solution runs right around $10, but you are going to get probably 20-30 cleanings out of the bottle. This machine is going to put for itself, as we frequently changes mop heads and, for that matter, mops. It saves so much water that if you are interested in something sustainable, this is absolutely the way to go.",
Ncy Ros,5.0 out of 5 stars,Works Great!,the United States,22-Apr-19,CrossWave Only,Verified Purchase,"Vacuums and mops at the same time. Plus, the vacuum dries the wet area too!  I have  6 cats, 3 of them are long hairs. Follow the directions precisely!  Very easy to clean floors, cleaning vacuum parts afterwards is easy too! Its important to keep the roller bar clean. If it seems like the floor cleaner isn't spraying evenly then stop and clean the roller bar.  I also learned the vacuum can dry the mopped areas.  Don't press the spray button and go over the area again, the vacuum will dry the wet area.  I only use Vinegar to clean my floors, I haven't tried the cleaning solution that comes with the vacuum yet. I will try the cleaning solution on area rugs when I buy them.",2
Skylar Sierra,1.0 out of 5 stars,Don't waste your money,the United States,12-Mar-19,CrossWave Only,Verified Purchase,"I am SO disappointed in this vacuum. I purchased it right before having a baby thinking it would make my life easier but it is far worse than the cheap shark vacuum I already had! It seems to just blow stuff around. The ""mopping"" part is terrible because the vacuum part doesn't to well enough to not just spread dirt around once it's wet. It's really just a mess and I am so disappointed I missed my return window.",6
DeeH,1.0 out of 5 stars,Does not last! Do not buy this!,the United States,6-Aug-21,CrossWave Only,Verified Purchase,"I loved t his for the way it cleaned and mopped my hard floors. Spot cleaned my area rugs. Was messy and a constant chore to clean, but I liked the cleaning it did.I have had this only  10 months and the motor is shot!Burned up the motor, you could smell the burning , then the breaker blew. Tried hard to keep it clean , but not a well made product. I have read several other reviews that had the same issues as mine. Expensive for such a short lived vacuum!!!!",
Shelby,5.0 out of 5 stars,Life altering,the United States,10-Jul-20,Crosswave Pet + Hardfloor Sanitize Formula 80oz,Verified Purchase,"My entire house has LVP floors.  I had a Hoover Floormate that I was not fond of.  The plastic bristles were not good for the floors, and it left everything very blotchy, unevenly cleaned and wet.  The Crosswave is everything I hoped it would be.  It cleans evenly, the suction is great, the roller is efficient yet gentle and it does the job easily.  The fact that you can use it on your area rugs too - I mean, come on. Genius.  It’s strangely enjoyable to use, too.  There’s some level of satisfaction seeing the perfectly clean swaths it leaves behind.  The Pet Pro model is also very easy to clean.  Pretty much can’t say enough about this thing.",One
Private ,5.0 out of 5 stars,Great little machine,the United States,20-Nov-20,CrossWave Only,Verified Purchase,"This machine has good power and suction. Its light and easy to use.  For hard surfaces in the house its great. We use  it on the kitchen and entries daily instead of a broom and mop. It is faster, leaves the floor cleaner and looks better when finished.  The only negative I can think of is that it is a little noisy when running. The motor is louder than a standard vacuum when running. Well worth the tradeoff when you consider all the positives. I highly recommend this  unit if you have hard floors in high traffic areas of your home and want them clean without pulling out the broom, mop and bucket.",
Shawn,4.0 out of 5 stars,Convenient but...,the United States,22-Sep-19,CrossWave Only,Verified Purchase,The Bissell Crosswave Pet Pro all in one wet/dry vacuum is okay. It cleaned floors as it says in its deliverables and the suction power is pretty good. Take warning that it is very loud. It also takes a lot of liquid. I found it semi difficult to clean a hallway runner rug. It did a descent job on the hardwood floors. It did not takeoff some spots that were dried on and I ended up having to scratch it off the floor and then go over it with the vacuum. You definitely have to clean it out after each use or the gunk will get stuck on it. Cleaning it after each use was very simple in terms of taking it apart and putting the parts back together. Overall the product is not bad.,3
TLLDL,1.0 out of 5 stars,"Not worth the cost, messy to use, messier to clean",the United States,25-Aug-21,CrossWave Only,Verified Purchase,"Was really looking forward to this. Both upstairs and downstairs floors of the house are all hardwood floors with area rugs in certain areas (except a marble entry). Dry and wet/ dry use is a mess. Cleaning after use is a mess. Poor design. Too many interior nooks and crannies that are almost impossible to clean. Cleaning machine takes longer than use, which isn’t that good. Also consider materials flimsy plastic. For the money, I believe there are better choices.",
CWalker,5.0 out of 5 stars,A must have if you have hard floors or both hard and carpet.,the United States,5-Aug-21,CrossWave Only,Verified Purchase,"This product is great.  It’s great for cleaning hard floors and I was very surprised to see how well it also works on carpet.  It’s easy to use and requires very little effort.  Having the ability to do both wet and dry cleaning with one machine 1) makes cleaning the floors less laborious, 2) eliminates the need for having/storing multiple floor cleaning tools.  Clean up is easy and I’ve had no operational issues with the ones I’ve have.  (2 houses and I have one at both).",
Amy T,5.0 out of 5 stars,Game changer!!!,the United States,11-Jan-21,CrossWave Only,Verified Purchase,My OCD sister-in-law recommended this after she got on for Christmas. I was skeptical because of the size and whatnot. What absolutely sold me was the after cleaning storage tray. I love that you don’t have to dismantle the entire thing to clean parts. It’s very lightweight and easy to use. It makes cleaning hard floors a breeze. I have a huge Lab who sheds about a pound of hair a day and it works wonders in picking up the hair. If you can afford this you won’t regret it. Get rid of the mop and bucket and probably the broom too!,
Sharon Starkey,5.0 out of 5 stars,IT WORKS,the United States,6-Jun-21,CrossWave Only,Verified Purchase,"It absolutely does what it says, i just got it 2 days ago and have used it twice, both times it has been pleasing, it is easy to use and easy to clean. It picked up tons of dog hair. The only thing is i wish i had gotten the cordless one, i keep stepping on the cord while i use it plus the cordless one looks like the buttons that change  from floor to carpet are in a different spot, i keep hitting those buttons while useing it and it shuts it off.But i love it.I haven't used it yet on an area rug.",
Richard E. Fischer,2.0 out of 5 stars,Great machine - for about 20-30 minutes,the United States,21-Jul-19,CrossWave Only,Verified Purchase,"We were delighted with the performance and ease of use of this machine, which we purchased following glowing recommendations from a family member. Easy to put together, clear instructions, and worked great on a tile floor. However, after about 30 minutes of use, it developed a loud grinding noise, and suction ceased. We cleaned the filter, removed and replaced the brush, but to no avail. The noise sounds like an internal gear has stripped. Fortunately, we bought this from Amazon, so no BS with the return process, although the handle, once installed, cannot be removed to get it to fit into the original box.  We're going to try a replacement before abandoning this device.  But a very poor initial experience.  If something similar happens with the replacement, we'll give up on it.",
Bababa,1.0 out of 5 stars,Long Haired Dog? Don't buy it.,the United States,23-Mar-21,CrossWave Only,Verified Purchase,"Like many before me, I do have a long haired dog.Unfortunately the Bissell is not prepared for that kind of hair. It leaves puddles of water, does not suck after 3m of pushing.Yes, we did vacuum before, it did not help. Mostly this was purchased for the Hard Wood and the Rug in the house, both things have been cleaned before, but nevertheless brought the Bissell to his knees.I also don't understand what this ""hair filter"" is for, as there was hair everywhere in the machine. Great, thanks. I spent about 30 minutes cleaning the machine, after fighting with it for another 30 minutes to get at least the living room clean (not even the rest of the house).I sent it back. Not gonna even look at Bissell again. Greatly disappointed.",One
Jenifer911,5.0 out of 5 stars,Best floor machine EVER!!!!!!,the United States,3-Feb-21,CrossWave Only,Verified Purchase,"I would give this thing ten stars if I could!  WOW!  I have RA, 5 dogs, and I have almost 3000 sf of hard floor.  I have used robo vacs, 20 different style of mops, brooms, vacuums, sweepers, shop vacs, you name it I have tried it.  This is the first time I was done with my entire floor in less that 45 min.  I didn’t even sweep or spot clean prior to using because I wanted to put it through it’s paces since it was so pricey.  Wow wow wow!",One
h b,4.0 out of 5 stars,Bissell pet pro,the United States,5-Jan-20,CrossWave Only,Verified Purchase,"*I wish there were more of the hard bristles,  so that the grout can get a deeper clean.*I found the cleaning solution to be on the spendy side.*You have to go slow so that you don't leave streaks on your floor.*long hair gets caught in the brush gear* it does clean well if you take your time doing it.*I am happy with this purchase,  it's a lot better than smearing dirty water around.*I had a hoover previously and no matter how slow I went it still left streaks, this one doesn't if you take your time.",One
